xc_id,scientific_name,common_name_id,common_name_en,country,location,quality,sound_type,recordist,date,duration,xc_url,license_type,license_url,file_available,selection_status,selection_reason
XC216076,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  West Lutton), North Yorkshire, England",C,call,david m,2015-03-03,4:12,https://xeno-canto.org/216076,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC215939,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  West Lutton), North Yorkshire, England",C,call,david m,2015-03-02,3:03,https://xeno-canto.org/215939,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC215938,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  West Lutton), North Yorkshire, England",C,call,david m,2015-03-02,2:05,https://xeno-canto.org/215938,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC215937,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  West Lutton), North Yorkshire, England",C,call,david m,2015-03-02,0:27,https://xeno-canto.org/215937,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC215936,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  West Lutton), North Yorkshire, England",C,call,david m,2015-03-02,0:28,https://xeno-canto.org/215936,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC215264,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  West Lutton), North Yorkshire, England",C,call,david m,2015-02-23,0:57,https://xeno-canto.org/215264,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC215263,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  West Lutton), North Yorkshire, England",C,call,david m,2015-02-23,2:31,https://xeno-canto.org/215263,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC215261,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  West Lutton), North Yorkshire, England",C,call,david m,2015-02-23,4:10,https://xeno-canto.org/215261,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC215100,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  West Lutton), North Yorkshire, England",C,call,david m,2015-02-22,0:31,https://xeno-canto.org/215100,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC214995,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  West Lutton), North Yorkshire, England",C,"call, song",david m,2015-02-24,2:25,https://xeno-canto.org/214995,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC214994,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  West Lutton), North Yorkshire, England",C,"call, song",david m,2015-02-24,1:12,https://xeno-canto.org/214994,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC214984,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  West Lutton), North Yorkshire, England",C,call,david m,2015-02-24,3:18,https://xeno-canto.org/214984,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC214983,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  West Lutton), North Yorkshire, England",C,call,david m,2015-02-24,4:11,https://xeno-canto.org/214983,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC214982,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  West Lutton), North Yorkshire, England",C,call,david m,2015-02-24,1:29,https://xeno-canto.org/214982,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC214900,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  West Lutton), North Yorkshire, England",C,call,david m,2015-02-21,1:24,https://xeno-canto.org/214900,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC214898,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  West Lutton), North Yorkshire, England",C,song,david m,2015-02-21,1:05,https://xeno-canto.org/214898,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC214883,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  West Lutton), North Yorkshire, England",C,call,david m,2015-02-20,2:12,https://xeno-canto.org/214883,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC214882,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  West Lutton), North Yorkshire, England",C,call,david m,2015-02-20,1:11,https://xeno-canto.org/214882,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC214682,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  West Lutton), North Yorkshire, England",C,call,david m,2015-02-17,1:37,https://xeno-canto.org/214682,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC213264,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  West Lutton), North Yorkshire, England",C,call,david m,2015-02-10,1:49,https://xeno-canto.org/213264,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC213259,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  West Lutton), North Yorkshire, England",C,call,david m,2015-02-10,0:48,https://xeno-canto.org/213259,https://creativecommons.org/licenses/by-nc-nd/4.0/,https://creativecommons.org/licenses/by-nc-nd/4.0/,Yes,Digunakan,Lolos seleksi balancing durasi dan quality control
XC213257,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  West Lutton), North Yorkshire, England",C,call,david m,2015-02-10,0:29,https://xeno-canto.org/213257,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC213256,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  West Lutton), North Yorkshire, England",C,call,david m,2015-02-10,0:36,https://xeno-canto.org/213256,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC212564,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Finland,"Kuortti, Pertunmaa, Southern Savonia",C,call,Eetu Paljakka,2015-02-07,0:18,https://xeno-canto.org/212564,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC212155,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,China,"Sheung Wan Civic Centre (near  Hong Kong), Central And Western District, Hong Kong Island",C,call,Jennifer Luk,2015-02-03,0:41,https://xeno-canto.org/212155,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC210878,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United States,"Cone Marsh State WMA, Louisa County, Iowa",C,"call, song",Paul Marvin,2014-10-09,1:28,https://xeno-canto.org/210878,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC210499,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2014-03-19,0:40,https://xeno-canto.org/210499,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC210360,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,"call, flight call",david m,2014-06-04,0:52,https://xeno-canto.org/210360,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC210357,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,"call, flight call",david m,2014-06-04,1:03,https://xeno-canto.org/210357,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC210354,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,"call, flight call",david m,2014-06-04,3:41,https://xeno-canto.org/210354,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC210353,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,"call, flight call",david m,2014-06-04,1:21,https://xeno-canto.org/210353,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC210352,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,"call, flight call",david m,2014-06-04,2:22,https://xeno-canto.org/210352,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC210351,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,"call, flight call",david m,2014-06-04,4:12,https://xeno-canto.org/210351,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC210350,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2014-06-04,1:02,https://xeno-canto.org/210350,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC210348,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2014-06-04,0:18,https://xeno-canto.org/210348,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC210347,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2014-06-04,1:34,https://xeno-canto.org/210347,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC210346,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2014-06-04,2:20,https://xeno-canto.org/210346,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC210345,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,"call, flight call",david m,2014-06-04,2:13,https://xeno-canto.org/210345,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC208636,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2011-08-21,2:02,https://xeno-canto.org/208636,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC207848,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2013-05-18,1:21,https://xeno-canto.org/207848,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC207847,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2013-05-18,0:35,https://xeno-canto.org/207847,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC207845,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2013-05-18,2:30,https://xeno-canto.org/207845,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC207709,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,"call, flight call",david m,2013-05-14,2:12,https://xeno-canto.org/207709,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC207708,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,"call, flight call",david m,2013-05-14,0:57,https://xeno-canto.org/207708,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC207707,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,"call, song",david m,2013-05-14,3:03,https://xeno-canto.org/207707,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC207691,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,"call, song",david m,2013-05-06,0:33,https://xeno-canto.org/207691,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC207690,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2013-05-06,1:08,https://xeno-canto.org/207690,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC207533,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,"call, song",david m,2013-05-02,0:39,https://xeno-canto.org/207533,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC207239,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2013-05-16,4:01,https://xeno-canto.org/207239,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC206856,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2013-05-11,2:57,https://xeno-canto.org/206856,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC206778,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2009-05-22,2:01,https://xeno-canto.org/206778,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC206749,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,South Korea,"Sangdang Sanseong, Cheongju, Chungcheongbuk-do",C,call,Nicholas Allen,2014-10-09,0:06,https://xeno-canto.org/206749,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC205026,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2013-01-06,1:10,https://xeno-canto.org/205026,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC204253,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2012-11-03,0:29,https://xeno-canto.org/204253,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC204169,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2012-10-21,0:36,https://xeno-canto.org/204169,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC202314,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Russian Federation,"Cheboksary, gorod Cheboksary, Республика Чувашская - Чувашия",C,"call, song",Albert Lastukhin,2014-11-12,3:21,https://xeno-canto.org/202314,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC201659,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Spain,"parque del alamillo, sevilla, andalucía",C,call,José Carlos Sires,2014-10-25,0:29,https://xeno-canto.org/201659,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC201656,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Spain,"parque del alamillo, sevilla, andalucía",C,call,José Carlos Sires,2014-10-25,0:24,https://xeno-canto.org/201656,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC200025,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Belgium,"Kortrijk, West Flanders, Flanders",C,flight call,Eddy Scheinpflug,2014-10-24,0:04,https://xeno-canto.org/200025,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://creativecommons.org/licenses/by-nc-sa/4.0/,Yes,Digunakan,Lolos seleksi balancing durasi dan quality control
XC197718,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2013-07-15,1:30,https://xeno-canto.org/197718,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC197239,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2013-07-11,1:00,https://xeno-canto.org/197239,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC197238,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2013-07-11,4:06,https://xeno-canto.org/197238,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC197236,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2013-07-11,0:41,https://xeno-canto.org/197236,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC197235,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2013-07-11,2:00,https://xeno-canto.org/197235,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC197215,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2013-07-02,4:09,https://xeno-canto.org/197215,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC194588,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Russian Federation,"Cheboksary, gorod Cheboksary, Chuvash Republic",C,"call, flight call",Albert Lastukhin,2014-09-07,0:29,https://xeno-canto.org/194588,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC194185,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Denmark,"Tørring Mark, Ry, Skanderborg Municipality, Central Denmark Region",C,call,Jens Kirkeby,2003-03-23,0:49,https://xeno-canto.org/194185,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://creativecommons.org/licenses/by-nc-sa/4.0/,Yes,Digunakan,Lolos seleksi balancing durasi dan quality control
XC186051,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2014-04-17,1:28,https://xeno-canto.org/186051,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC186048,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2014-04-17,0:30,https://xeno-canto.org/186048,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC186047,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2014-04-17,0:59,https://xeno-canto.org/186047,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC186042,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,song,david m,2014-04-16,0:59,https://xeno-canto.org/186042,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC185503,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Uzbekistan,"Kitab, Kitab District, Kashkadarya Province",C,call,Albert Lastukhin,2014-05-11,1:03,https://xeno-canto.org/185503,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://creativecommons.org/licenses/by-nc-sa/4.0/,Yes,Digunakan,Lolos seleksi balancing durasi dan quality control
XC184800,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Uzbekistan,"Tashkent, Tashkent Province",C,call,Albert Lastukhin,2014-05-06,0:10,https://xeno-canto.org/184800,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC184204,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Switzerland,Kerzers FR,C,call,Jerome Fischer,2014-06-28,0:13,https://xeno-canto.org/184204,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC184203,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Switzerland,Kerzers FR,C,call,Jerome Fischer,2014-06-28,0:12,https://xeno-canto.org/184203,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC182401,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Kazakhstan,"Martuk District, Aktobe",C,call,Albert Lastukhin,2014-04-27,0:16,https://xeno-canto.org/182401,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC182241,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  West Lutton), North Yorkshire, England",C,call,david m,2014-01-05,4:11,https://xeno-canto.org/182241,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC182232,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  West Lutton), North Yorkshire, England",C,call,david m,2014-01-05,4:10,https://xeno-canto.org/182232,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC182203,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  West Lutton), North Yorkshire, England",C,call,david m,2014-01-01,4:10,https://xeno-canto.org/182203,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC182186,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale (near  West Lutton), North Yorkshire, England",C,call,david m,2013-11-22,1:02,https://xeno-canto.org/182186,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC181557,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2013-06-13,2:32,https://xeno-canto.org/181557,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC181548,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Czech Republic,"Hlinsko, Chrudim District, Pardubice Region",C,call,miroslav vaňáč,2014-06-08,1:10,https://xeno-canto.org/181548,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC181268,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2013-06-13,0:23,https://xeno-canto.org/181268,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC180924,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Czech Republic,"Hlinsko, Chrudim District, Pardubice Region",C,call,miroslav vaňáč,2014-05-04,0:55,https://xeno-canto.org/180924,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC178807,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Poland,"Gmina Białowieża (near  Białowieża), Hajnówka County, Podlaskie Voivodeship",C,song,david m,2014-05-15,2:14,https://xeno-canto.org/178807,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC176130,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Spain,"parque del alamillo, sevilla, andalucía",C,call,José Carlos Sires,2014-04-18,0:26,https://xeno-canto.org/176130,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC170732,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Germany,"Augsburg, Siebentischwald, near Preßmarsches Gut",C,song,Buhl Johannes,2014-03-22,2:33,https://xeno-canto.org/170732,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC170189,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2012-04-12,4:12,https://xeno-canto.org/170189,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC169704,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Russian Federation,"Cheboksary, gorod Cheboksary, Chuvashia",C,"call, song",Albert Lastukhin,2014-03-12,5:32,https://xeno-canto.org/169704,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC169683,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Russian Federation,"Cheboksary, gorod Cheboksary, Chuvashia",C,"call, song",Albert Lastukhin,2014-03-12,4:58,https://xeno-canto.org/169683,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC169679,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Russian Federation,"Cheboksary, gorod Cheboksary, Chuvashia",C,"call, song",Albert Lastukhin,2014-03-12,4:40,https://xeno-canto.org/169679,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC169669,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Russian Federation,"Cheboksary, gorod Cheboksary, Chuvashia",C,"call, song",Albert Lastukhin,2014-03-12,2:51,https://xeno-canto.org/169669,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC169668,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Russian Federation,"Cheboksary, gorod Cheboksary, Chuvashia",C,"call, song",Albert Lastukhin,2014-03-12,2:21,https://xeno-canto.org/169668,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC168532,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Russian Federation,"Cheboksary, gorod Cheboksary, Chuvash Republic",C,call,Albert Lastukhin,2014-03-01,0:58,https://xeno-canto.org/168532,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC168260,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Russian Federation,"Cheboksary, gorod Cheboksary, Chuvashskaya Respublika",C,"call, song",Albert Lastukhin,2014-02-26,1:56,https://xeno-canto.org/168260,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC168259,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Russian Federation,"Cheboksary, gorod Cheboksary, Chuvashskaya Respublika",C,"call, song",Albert Lastukhin,2014-02-26,0:19,https://xeno-canto.org/168259,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
