filename,spesies,frekuensi_dominan_hz,frekuensi_fundamental_hz
Streptopelia chinensis_f61_c3.png,Streptopelia chinensis,3120.95,668.84
Streptopelia chinensis_f61_c3_rain.png,Streptopelia chinensis,3222.4,668.84
Streptopelia chinensis_f61_c3_wind.png,Streptopelia chinensis,3050.3,668.84
Streptopelia chinensis_f61_c4.png,Streptopelia chinensis,3322.66,4604.59
Streptopelia chinensis_f61_c4_rain.png,Streptopelia chinensis,3787.5,4551.7
Streptopelia chinensis_f61_c4_wind.png,Streptopelia chinensis,3249.91,4499.49
Streptopelia chinensis_f61_c5.png,Streptopelia chinensis,3074.2,692.43
Streptopelia chinensis_f61_c5_rain.png,Streptopelia chinensis,3190.26,704.53
Streptopelia chinensis_f61_c5_wind.png,Streptopelia chinensis,3046.79,676.61
Streptopelia chinensis_f61_c6.png,Streptopelia chinensis,3310.7,4578.07
Streptopelia chinensis_f61_c6_rain.png,Streptopelia chinensis,3863.53,4631.26
Streptopelia chinensis_f61_c6_wind.png,Streptopelia chinensis,3125.94,4578.07
Streptopelia chinensis_f61_c7.png,Streptopelia chinensis,3125.64,4525.48
Streptopelia chinensis_f61_c7_rain.png,Streptopelia chinensis,3761.21,4525.48
Streptopelia chinensis_f61_c7_wind.png,Streptopelia chinensis,2938.07,4578.07
Streptopelia chinensis_f61_c8.png,Streptopelia chinensis,3165.44,4578.07
Streptopelia chinensis_f61_c8_rain.png,Streptopelia chinensis,3829.17,4578.07
Streptopelia chinensis_f61_c8_wind.png,Streptopelia chinensis,2987.54,4578.07
Streptopelia chinensis_f61_c9.png,Streptopelia chinensis,3476.31,4604.59
Streptopelia chinensis_f61_c9_rain.png,Streptopelia chinensis,3833.83,4604.59
Streptopelia chinensis_f61_c9_wind.png,Streptopelia chinensis,3446.09,4631.26
Streptopelia chinensis_f62_c1.png,Streptopelia chinensis,4232.67,0.0
Streptopelia chinensis_f62_c1_rain.png,Streptopelia chinensis,4530.31,0.0
Streptopelia chinensis_f62_c1_wind.png,Streptopelia chinensis,4012.49,0.0
Streptopelia chinensis_f62_c2.png,Streptopelia chinensis,4350.93,0.0
Streptopelia chinensis_f62_c2_rain.png,Streptopelia chinensis,4755.64,0.0
Streptopelia chinensis_f62_c2_wind.png,Streptopelia chinensis,4299.47,0.0
Streptopelia chinensis_f62_c3.png,Streptopelia chinensis,421.71,0.0
Streptopelia chinensis_f62_c3_rain.png,Streptopelia chinensis,5241.76,202.32
Streptopelia chinensis_f62_c3_wind.png,Streptopelia chinensis,1617.68,218.73
Streptopelia chinensis_f63_c1.png,Streptopelia chinensis,3018.62,2051.11
Streptopelia chinensis_f63_c10.png,Streptopelia chinensis,2390.3,696.44
Streptopelia chinensis_f63_c10_rain.png,Streptopelia chinensis,3800.21,700.47
Streptopelia chinensis_f63_c10_wind.png,Streptopelia chinensis,1984.56,692.43
Streptopelia chinensis_f63_c11.png,Streptopelia chinensis,1785.7,655.46
Streptopelia chinensis_f63_c11_rain.png,Streptopelia chinensis,3920.77,646.06
Streptopelia chinensis_f63_c11_wind.png,Streptopelia chinensis,1502.55,657.35
Streptopelia chinensis_f63_c12.png,Streptopelia chinensis,1840.37,676.61
Streptopelia chinensis_f63_c12_rain.png,Streptopelia chinensis,4050.69,680.53
Streptopelia chinensis_f63_c12_wind.png,Streptopelia chinensis,1666.48,676.61
Streptopelia chinensis_f63_c13.png,Streptopelia chinensis,1856.75,688.44
Streptopelia chinensis_f63_c13_rain.png,Streptopelia chinensis,3500.25,688.44
Streptopelia chinensis_f63_c13_wind.png,Streptopelia chinensis,1642.27,688.44
Streptopelia chinensis_f63_c14.png,Streptopelia chinensis,1685.99,631.3
Streptopelia chinensis_f63_c14_rain.png,Streptopelia chinensis,3267.32,634.96
Streptopelia chinensis_f63_c14_wind.png,Streptopelia chinensis,1523.13,629.49
Streptopelia chinensis_f63_c15.png,Streptopelia chinensis,1732.17,634.96
Streptopelia chinensis_f63_c15_rain.png,Streptopelia chinensis,2917.54,636.8
Streptopelia chinensis_f63_c15_wind.png,Streptopelia chinensis,1409.89,627.67
Streptopelia chinensis_f63_c16.png,Streptopelia chinensis,2331.7,680.53
Streptopelia chinensis_f63_c16_rain.png,Streptopelia chinensis,3934.5,688.44
Streptopelia chinensis_f63_c16_wind.png,Streptopelia chinensis,1922.47,682.5
Streptopelia chinensis_f63_c17.png,Streptopelia chinensis,2394.63,708.61
Streptopelia chinensis_f63_c17_rain.png,Streptopelia chinensis,3157.43,708.61
Streptopelia chinensis_f63_c17_wind.png,Streptopelia chinensis,2192.64,708.61
Streptopelia chinensis_f63_c18.png,Streptopelia chinensis,1595.27,668.84
Streptopelia chinensis_f63_c18_rain.png,Streptopelia chinensis,3384.09,666.92
Streptopelia chinensis_f63_c18_wind.png,Streptopelia chinensis,1478.78,664.99
Streptopelia chinensis_f63_c19.png,Streptopelia chinensis,1846.74,664.99
Streptopelia chinensis_f63_c19_rain.png,Streptopelia chinensis,2893.94,664.99
Streptopelia chinensis_f63_c19_wind.png,Streptopelia chinensis,1497.79,661.16
Streptopelia chinensis_f63_c1_rain.png,Streptopelia chinensis,4202.54,2129.59
Streptopelia chinensis_f63_c1_wind.png,Streptopelia chinensis,2522.98,2062.99
Streptopelia chinensis_f63_c2.png,Streptopelia chinensis,3231.11,2099.05
Streptopelia chinensis_f63_c20.png,Streptopelia chinensis,2268.44,708.61
Streptopelia chinensis_f63_c20_rain.png,Streptopelia chinensis,3305.98,704.53
Streptopelia chinensis_f63_c20_wind.png,Streptopelia chinensis,1870.97,708.61
Streptopelia chinensis_f63_c21.png,Streptopelia chinensis,2021.45,700.47
Streptopelia chinensis_f63_c21_rain.png,Streptopelia chinensis,3661.44,704.53
Streptopelia chinensis_f63_c21_wind.png,Streptopelia chinensis,1532.3,692.43
Streptopelia chinensis_f63_c22.png,Streptopelia chinensis,1946.66,680.53
Streptopelia chinensis_f63_c22_rain.png,Streptopelia chinensis,3549.92,680.53
Streptopelia chinensis_f63_c22_wind.png,Streptopelia chinensis,1600.85,676.61
Streptopelia chinensis_f63_c23.png,Streptopelia chinensis,1811.05,640.49
Streptopelia chinensis_f63_c23_rain.png,Streptopelia chinensis,3516.43,640.49
Streptopelia chinensis_f63_c23_wind.png,Streptopelia chinensis,1634.05,642.34
Streptopelia chinensis_f63_c24.png,Streptopelia chinensis,2188.42,680.53
Streptopelia chinensis_f63_c24_rain.png,Streptopelia chinensis,3256.23,682.5
Streptopelia chinensis_f63_c24_wind.png,Streptopelia chinensis,1893.6,680.53
Streptopelia chinensis_f63_c25.png,Streptopelia chinensis,2124.2,721.0
Streptopelia chinensis_f63_c25_rain.png,Streptopelia chinensis,4013.21,725.18
Streptopelia chinensis_f63_c25_wind.png,Streptopelia chinensis,1916.62,721.0
Streptopelia chinensis_f63_c26.png,Streptopelia chinensis,2124.39,692.43
Streptopelia chinensis_f63_c26_rain.png,Streptopelia chinensis,3646.79,698.46
Streptopelia chinensis_f63_c26_wind.png,Streptopelia chinensis,1699.68,692.43
Streptopelia chinensis_f63_c27.png,Streptopelia chinensis,2288.9,700.47
Streptopelia chinensis_f63_c27_rain.png,Streptopelia chinensis,4080.1,708.61
Streptopelia chinensis_f63_c27_wind.png,Streptopelia chinensis,1819.35,696.44
Streptopelia chinensis_f63_c28.png,Streptopelia chinensis,2357.2,708.61
Streptopelia chinensis_f63_c28_rain.png,Streptopelia chinensis,3569.97,712.72
Streptopelia chinensis_f63_c28_wind.png,Streptopelia chinensis,2054.07,708.61
Streptopelia chinensis_f63_c29.png,Streptopelia chinensis,2688.49,708.61
Streptopelia chinensis_f63_c29_rain.png,Streptopelia chinensis,4330.49,704.53
Streptopelia chinensis_f63_c29_wind.png,Streptopelia chinensis,2468.02,712.72
Streptopelia chinensis_f63_c2_rain.png,Streptopelia chinensis,3889.45,2063.03
Streptopelia chinensis_f63_c2_wind.png,Streptopelia chinensis,2363.45,702.5
Streptopelia chinensis_f63_c3.png,Streptopelia chinensis,2098.73,606.29
Streptopelia chinensis_f63_c30.png,Streptopelia chinensis,2251.44,688.44
Streptopelia chinensis_f63_c30_rain.png,Streptopelia chinensis,4077.27,684.48
Streptopelia chinensis_f63_c30_wind.png,Streptopelia chinensis,1946.37,692.43
Streptopelia chinensis_f63_c31.png,Streptopelia chinensis,2443.15,725.18
Streptopelia chinensis_f63_c31_rain.png,Streptopelia chinensis,4134.89,712.72
Streptopelia chinensis_f63_c31_wind.png,Streptopelia chinensis,2060.01,700.47
Streptopelia chinensis_f63_c32.png,Streptopelia chinensis,2268.9,721.0
Streptopelia chinensis_f63_c32_rain.png,Streptopelia chinensis,3647.48,723.09
Streptopelia chinensis_f63_c32_wind.png,Streptopelia chinensis,2021.26,725.18
Streptopelia chinensis_f63_c33.png,Streptopelia chinensis,1872.49,668.84
Streptopelia chinensis_f63_c33_rain.png,Streptopelia chinensis,3625.8,668.84
Streptopelia chinensis_f63_c33_wind.png,Streptopelia chinensis,1593.53,657.35
Streptopelia chinensis_f63_c34.png,Streptopelia chinensis,2262.78,721.0
Streptopelia chinensis_f63_c34_rain.png,Streptopelia chinensis,4159.6,721.0
Streptopelia chinensis_f63_c34_wind.png,Streptopelia chinensis,1937.45,725.18
Streptopelia chinensis_f63_c35.png,Streptopelia chinensis,2469.09,708.61
Streptopelia chinensis_f63_c35_rain.png,Streptopelia chinensis,4248.62,721.0
Streptopelia chinensis_f63_c35_wind.png,Streptopelia chinensis,2325.06,708.61
Streptopelia chinensis_f63_c36.png,Streptopelia chinensis,2410.98,737.85
Streptopelia chinensis_f63_c36_rain.png,Streptopelia chinensis,3861.14,735.73
Streptopelia chinensis_f63_c36_wind.png,Streptopelia chinensis,2246.79,733.6
Streptopelia chinensis_f63_c37.png,Streptopelia chinensis,2469.06,704.53
Streptopelia chinensis_f63_c37_rain.png,Streptopelia chinensis,4095.52,708.61
Streptopelia chinensis_f63_c37_wind.png,Streptopelia chinensis,2041.25,704.53
Streptopelia chinensis_f63_c38.png,Streptopelia chinensis,2929.26,2411.18
Streptopelia chinensis_f63_c38_rain.png,Streptopelia chinensis,3484.13,2411.18
Streptopelia chinensis_f63_c38_wind.png,Streptopelia chinensis,2623.23,2411.18
Streptopelia chinensis_f63_c39.png,Streptopelia chinensis,2531.59,704.53
Streptopelia chinensis_f63_c39_rain.png,Streptopelia chinensis,3511.98,704.53
Streptopelia chinensis_f63_c39_wind.png,Streptopelia chinensis,2272.85,704.53
Streptopelia chinensis_f63_c3_rain.png,Streptopelia chinensis,3171.91,606.29
Streptopelia chinensis_f63_c3_wind.png,Streptopelia chinensis,1902.64,606.29
Streptopelia chinensis_f63_c4.png,Streptopelia chinensis,1981.13,613.33
Streptopelia chinensis_f63_c40.png,Streptopelia chinensis,2489.4,729.38
Streptopelia chinensis_f63_c40_rain.png,Streptopelia chinensis,4326.8,748.59
Streptopelia chinensis_f63_c40_wind.png,Streptopelia chinensis,2020.54,729.38
Streptopelia chinensis_f63_c41.png,Streptopelia chinensis,3100.04,1998.56
Streptopelia chinensis_f63_c41_rain.png,Streptopelia chinensis,4401.14,1981.24
Streptopelia chinensis_f63_c41_wind.png,Streptopelia chinensis,2897.73,2086.96
Streptopelia chinensis_f63_c42.png,Streptopelia chinensis,3066.0,708.61
Streptopelia chinensis_f63_c42_rain.png,Streptopelia chinensis,3698.2,712.72
Streptopelia chinensis_f63_c42_wind.png,Streptopelia chinensis,2693.53,712.72
Streptopelia chinensis_f63_c43.png,Streptopelia chinensis,3263.97,1969.83
Streptopelia chinensis_f63_c43_rain.png,Streptopelia chinensis,3875.09,2230.31
Streptopelia chinensis_f63_c43_wind.png,Streptopelia chinensis,2780.4,2135.74
Streptopelia chinensis_f63_c44.png,Streptopelia chinensis,2963.62,2262.74
Streptopelia chinensis_f63_c44_rain.png,Streptopelia chinensis,4158.46,2289.03
Streptopelia chinensis_f63_c44_wind.png,Streptopelia chinensis,2368.91,2289.03
Streptopelia chinensis_f63_c45.png,Streptopelia chinensis,2697.7,1947.21
Streptopelia chinensis_f63_c45_rain.png,Streptopelia chinensis,4377.46,1981.24
Streptopelia chinensis_f63_c45_wind.png,Streptopelia chinensis,2342.85,1947.21
Streptopelia chinensis_f63_c46.png,Streptopelia chinensis,2969.88,729.38
Streptopelia chinensis_f63_c46_rain.png,Streptopelia chinensis,3350.36,731.49
Streptopelia chinensis_f63_c46_wind.png,Streptopelia chinensis,2856.26,729.38
Streptopelia chinensis_f63_c47.png,Streptopelia chinensis,3060.28,750.75
Streptopelia chinensis_f63_c47_rain.png,Streptopelia chinensis,4378.09,755.1
Streptopelia chinensis_f63_c47_wind.png,Streptopelia chinensis,2480.68,733.6
Streptopelia chinensis_f63_c4_rain.png,Streptopelia chinensis,2956.26,613.33
Streptopelia chinensis_f63_c4_wind.png,Streptopelia chinensis,1813.39,613.33
Streptopelia chinensis_f63_c5.png,Streptopelia chinensis,1749.22,613.33
Streptopelia chinensis_f63_c5_rain.png,Streptopelia chinensis,3410.63,613.33
Streptopelia chinensis_f63_c5_wind.png,Streptopelia chinensis,1561.46,613.33
Streptopelia chinensis_f63_c6.png,Streptopelia chinensis,1705.79,620.46
Streptopelia chinensis_f63_c6_rain.png,Streptopelia chinensis,3256.09,624.05
Streptopelia chinensis_f63_c6_wind.png,Streptopelia chinensis,1593.04,624.05
Streptopelia chinensis_f63_c7.png,Streptopelia chinensis,1742.58,624.05
Streptopelia chinensis_f63_c7_rain.png,Streptopelia chinensis,2790.02,624.05
Streptopelia chinensis_f63_c7_wind.png,Streptopelia chinensis,1410.07,620.46
Streptopelia chinensis_f63_c8.png,Streptopelia chinensis,1713.52,638.64
Streptopelia chinensis_f63_c8_rain.png,Streptopelia chinensis,2929.25,638.64
Streptopelia chinensis_f63_c8_wind.png,Streptopelia chinensis,1577.57,638.64
Streptopelia chinensis_f63_c9.png,Streptopelia chinensis,2054.73,668.84
Streptopelia chinensis_f63_c9_rain.png,Streptopelia chinensis,3407.29,668.84
Streptopelia chinensis_f63_c9_wind.png,Streptopelia chinensis,1921.17,668.84
Streptopelia chinensis_f64_c1.png,Streptopelia chinensis,2929.17,742.13
Streptopelia chinensis_f64_c1_rain.png,Streptopelia chinensis,4267.88,746.43
Streptopelia chinensis_f64_c1_wind.png,Streptopelia chinensis,2488.41,737.85
Streptopelia chinensis_f64_c2.png,Streptopelia chinensis,3409.0,4685.07
Streptopelia chinensis_f64_c2_rain.png,Streptopelia chinensis,4386.02,781.73
Streptopelia chinensis_f64_c2_wind.png,Streptopelia chinensis,3216.15,781.73
Streptopelia chinensis_f64_c3.png,Streptopelia chinensis,3262.98,752.92
Streptopelia chinensis_f64_c3_rain.png,Streptopelia chinensis,4654.66,752.92
Streptopelia chinensis_f64_c3_wind.png,Streptopelia chinensis,2856.98,755.1
Streptopelia chinensis_f64_c4.png,Streptopelia chinensis,2458.25,4963.66
Streptopelia chinensis_f64_c4_rain.png,Streptopelia chinensis,4502.45,4978.04
Streptopelia chinensis_f64_c4_wind.png,Streptopelia chinensis,2932.71,4978.04
Streptopelia chinensis_f65_c1.png,Streptopelia chinensis,2849.28,583.95
Streptopelia chinensis_f65_c1_rain.png,Streptopelia chinensis,3729.53,582.26
Streptopelia chinensis_f65_c1_wind.png,Streptopelia chinensis,2039.66,578.91
Streptopelia chinensis_f65_c2.png,Streptopelia chinensis,2735.57,638.64
Streptopelia chinensis_f65_c2_rain.png,Streptopelia chinensis,3889.66,649.8
Streptopelia chinensis_f65_c2_wind.png,Streptopelia chinensis,2347.11,642.34
Streptopelia chinensis_f65_c3.png,Streptopelia chinensis,2988.23,578.91
Streptopelia chinensis_f65_c3_rain.png,Streptopelia chinensis,4076.32,578.91
Streptopelia chinensis_f65_c3_wind.png,Streptopelia chinensis,2329.28,575.57
Streptopelia chinensis_f65_c4.png,Streptopelia chinensis,2699.37,638.65
Streptopelia chinensis_f65_c4_rain.png,Streptopelia chinensis,3452.23,636.8
Streptopelia chinensis_f65_c4_wind.png,Streptopelia chinensis,2497.11,636.8
Streptopelia chinensis_f65_c5.png,Streptopelia chinensis,3288.93,706.57
Streptopelia chinensis_f65_c5_rain.png,Streptopelia chinensis,3466.76,706.57
Streptopelia chinensis_f65_c5_wind.png,Streptopelia chinensis,3250.1,696.44
Streptopelia chinensis_f65_c6.png,Streptopelia chinensis,1190.63,684.48
Streptopelia chinensis_f65_c6_rain.png,Streptopelia chinensis,4248.99,664.99
Streptopelia chinensis_f65_c6_wind.png,Streptopelia chinensis,1582.79,587.33
Streptopelia chinensis_f66_c1.png,Streptopelia chinensis,2251.04,646.06
Streptopelia chinensis_f66_c10.png,Streptopelia chinensis,2403.39,649.8
Streptopelia chinensis_f66_c10_rain.png,Streptopelia chinensis,3773.67,672.72
Streptopelia chinensis_f66_c10_wind.png,Streptopelia chinensis,2086.65,718.92
Streptopelia chinensis_f66_c11.png,Streptopelia chinensis,2368.84,415.31
Streptopelia chinensis_f66_c11_rain.png,Streptopelia chinensis,3689.6,436.2
Streptopelia chinensis_f66_c11_wind.png,Streptopelia chinensis,2012.64,642.34
Streptopelia chinensis_f66_c12.png,Streptopelia chinensis,2236.24,674.67
Streptopelia chinensis_f66_c12_rain.png,Streptopelia chinensis,4546.38,729.38
Streptopelia chinensis_f66_c12_wind.png,Streptopelia chinensis,1884.1,678.57
Streptopelia chinensis_f66_c13.png,Streptopelia chinensis,2201.96,657.35
Streptopelia chinensis_f66_c13_rain.png,Streptopelia chinensis,4128.63,692.43
Streptopelia chinensis_f66_c13_wind.png,Streptopelia chinensis,1896.81,672.73
Streptopelia chinensis_f66_c14.png,Streptopelia chinensis,2475.09,423.79
Streptopelia chinensis_f66_c14_rain.png,Streptopelia chinensis,3803.46,423.79
Streptopelia chinensis_f66_c14_wind.png,Streptopelia chinensis,1856.22,661.16
Streptopelia chinensis_f66_c15.png,Streptopelia chinensis,2166.59,651.68
Streptopelia chinensis_f66_c15_rain.png,Streptopelia chinensis,4399.31,748.59
Streptopelia chinensis_f66_c15_wind.png,Streptopelia chinensis,1626.53,686.46
Streptopelia chinensis_f66_c16.png,Streptopelia chinensis,2438.08,390.86
Streptopelia chinensis_f66_c16_rain.png,Streptopelia chinensis,4175.3,421.34
Streptopelia chinensis_f66_c16_wind.png,Streptopelia chinensis,2013.07,464.82
Streptopelia chinensis_f66_c17.png,Streptopelia chinensis,2570.13,421.34
Streptopelia chinensis_f66_c17_rain.png,Streptopelia chinensis,4470.14,676.61
Streptopelia chinensis_f66_c17_wind.png,Streptopelia chinensis,2243.98,450.29
Streptopelia chinensis_f66_c18.png,Streptopelia chinensis,2607.77,472.94
Streptopelia chinensis_f66_c18_rain.png,Streptopelia chinensis,4248.73,700.47
Streptopelia chinensis_f66_c18_wind.png,Streptopelia chinensis,1870.81,692.43
Streptopelia chinensis_f66_c19.png,Streptopelia chinensis,2512.48,426.24
Streptopelia chinensis_f66_c19_rain.png,Streptopelia chinensis,4678.79,777.23
Streptopelia chinensis_f66_c19_wind.png,Streptopelia chinensis,1954.27,696.44
Streptopelia chinensis_f66_c1_rain.png,Streptopelia chinensis,3824.24,657.35
Streptopelia chinensis_f66_c1_wind.png,Streptopelia chinensis,1706.15,692.43
Streptopelia chinensis_f66_c2.png,Streptopelia chinensis,2590.14,692.43
Streptopelia chinensis_f66_c20.png,Streptopelia chinensis,2361.81,447.69
Streptopelia chinensis_f66_c20_rain.png,Streptopelia chinensis,3670.05,733.6
Streptopelia chinensis_f66_c20_wind.png,Streptopelia chinensis,1617.29,763.87
Streptopelia chinensis_f66_c21.png,Streptopelia chinensis,3071.3,631.3
Streptopelia chinensis_f66_c21_rain.png,Streptopelia chinensis,4401.58,696.44
Streptopelia chinensis_f66_c21_wind.png,Streptopelia chinensis,2148.96,700.49
Streptopelia chinensis_f66_c22.png,Streptopelia chinensis,3066.65,746.43
Streptopelia chinensis_f66_c22_rain.png,Streptopelia chinensis,4232.79,680.53
Streptopelia chinensis_f66_c22_wind.png,Streptopelia chinensis,2106.33,746.43
Streptopelia chinensis_f66_c23.png,Streptopelia chinensis,3354.03,729.38
Streptopelia chinensis_f66_c23_rain.png,Streptopelia chinensis,4652.04,684.48
Streptopelia chinensis_f66_c23_wind.png,Streptopelia chinensis,2982.02,704.53
Streptopelia chinensis_f66_c24.png,Streptopelia chinensis,3760.6,716.86
Streptopelia chinensis_f66_c24_rain.png,Streptopelia chinensis,4675.68,823.57
Streptopelia chinensis_f66_c24_wind.png,Streptopelia chinensis,3187.13,232.41
Streptopelia chinensis_f66_c25.png,Streptopelia chinensis,2893.61,725.18
Streptopelia chinensis_f66_c25_rain.png,Streptopelia chinensis,3864.92,712.73
Streptopelia chinensis_f66_c25_wind.png,Streptopelia chinensis,1931.52,725.18
Streptopelia chinensis_f66_c26.png,Streptopelia chinensis,2295.08,742.13
Streptopelia chinensis_f66_c26_rain.png,Streptopelia chinensis,3614.34,742.13
Streptopelia chinensis_f66_c26_wind.png,Streptopelia chinensis,1643.0,742.13
Streptopelia chinensis_f66_c27.png,Streptopelia chinensis,2351.2,585.63
Streptopelia chinensis_f66_c27_rain.png,Streptopelia chinensis,3673.96,624.05
Streptopelia chinensis_f66_c27_wind.png,Streptopelia chinensis,2009.57,638.64
Streptopelia chinensis_f66_c28.png,Streptopelia chinensis,743.99,731.49
Streptopelia chinensis_f66_c28_rain.png,Streptopelia chinensis,4638.08,721.0
Streptopelia chinensis_f66_c28_wind.png,Streptopelia chinensis,1469.72,708.61
Streptopelia chinensis_f66_c2_rain.png,Streptopelia chinensis,4212.01,706.57
Streptopelia chinensis_f66_c2_wind.png,Streptopelia chinensis,2295.15,642.34
Streptopelia chinensis_f66_c3.png,Streptopelia chinensis,2297.7,714.78
Streptopelia chinensis_f66_c3_rain.png,Streptopelia chinensis,4227.43,721.0
Streptopelia chinensis_f66_c3_wind.png,Streptopelia chinensis,1648.13,729.38
Streptopelia chinensis_f66_c4.png,Streptopelia chinensis,2228.53,716.85
Streptopelia chinensis_f66_c4_rain.png,Streptopelia chinensis,4453.45,670.78
Streptopelia chinensis_f66_c4_wind.png,Streptopelia chinensis,1745.7,700.47
Streptopelia chinensis_f66_c5.png,Streptopelia chinensis,2011.22,692.43
Streptopelia chinensis_f66_c5_rain.png,Streptopelia chinensis,4339.05,721.0
Streptopelia chinensis_f66_c5_wind.png,Streptopelia chinensis,1732.35,692.43
Streptopelia chinensis_f66_c6.png,Streptopelia chinensis,2257.24,582.26
Streptopelia chinensis_f66_c6_rain.png,Streptopelia chinensis,4156.65,676.61
Streptopelia chinensis_f66_c6_wind.png,Streptopelia chinensis,1922.57,651.68
Streptopelia chinensis_f66_c7.png,Streptopelia chinensis,2386.41,631.3
Streptopelia chinensis_f66_c7_rain.png,Streptopelia chinensis,3732.42,680.53
Streptopelia chinensis_f66_c7_wind.png,Streptopelia chinensis,1686.27,646.06
Streptopelia chinensis_f66_c8.png,Streptopelia chinensis,2216.12,676.61
Streptopelia chinensis_f66_c8_rain.png,Streptopelia chinensis,3755.62,692.43
Streptopelia chinensis_f66_c8_wind.png,Streptopelia chinensis,1883.05,716.85
Streptopelia chinensis_f66_c9.png,Streptopelia chinensis,2276.16,620.46
Streptopelia chinensis_f66_c9_rain.png,Streptopelia chinensis,4520.59,708.63
Streptopelia chinensis_f66_c9_wind.png,Streptopelia chinensis,1950.28,638.64
Streptopelia chinensis_f67_c1.png,Streptopelia chinensis,5167.47,4422.12
Streptopelia chinensis_f67_c1_rain.png,Streptopelia chinensis,5137.16,4422.12
Streptopelia chinensis_f67_c1_wind.png,Streptopelia chinensis,5082.75,4422.12
Streptopelia chinensis_f67_c2.png,Streptopelia chinensis,5196.09,4396.65
Streptopelia chinensis_f67_c2_rain.png,Streptopelia chinensis,5136.89,4396.65
Streptopelia chinensis_f67_c2_wind.png,Streptopelia chinensis,4408.13,4447.74
Streptopelia chinensis_f67_c3.png,Streptopelia chinensis,5266.25,4447.74
Streptopelia chinensis_f67_c3_rain.png,Streptopelia chinensis,5184.63,4447.74
Streptopelia chinensis_f67_c3_wind.png,Streptopelia chinensis,4988.02,4447.74
Streptopelia chinensis_f67_c4.png,Streptopelia chinensis,5411.61,4396.65
Streptopelia chinensis_f67_c4_rain.png,Streptopelia chinensis,5310.9,4396.65
Streptopelia chinensis_f67_c4_wind.png,Streptopelia chinensis,5101.69,4422.12
Streptopelia chinensis_f67_c5.png,Streptopelia chinensis,5405.24,4422.12
Streptopelia chinensis_f67_c5_rain.png,Streptopelia chinensis,5219.31,4447.74
Streptopelia chinensis_f67_c5_wind.png,Streptopelia chinensis,4289.45,4473.5
Streptopelia chinensis_f67_c6.png,Streptopelia chinensis,5123.11,4409.39
Streptopelia chinensis_f67_c6_rain.png,Streptopelia chinensis,5056.73,4422.12
Streptopelia chinensis_f67_c6_wind.png,Streptopelia chinensis,4035.9,4396.65
Streptopelia chinensis_f68_c1.png,Streptopelia chinensis,1998.04,638.64
Streptopelia chinensis_f68_c10.png,Streptopelia chinensis,2032.24,676.61
Streptopelia chinensis_f68_c10_rain.png,Streptopelia chinensis,3067.81,676.61
Streptopelia chinensis_f68_c10_wind.png,Streptopelia chinensis,1987.4,676.61
Streptopelia chinensis_f68_c11.png,Streptopelia chinensis,2102.87,684.48
Streptopelia chinensis_f68_c11_rain.png,Streptopelia chinensis,2978.0,684.48
Streptopelia chinensis_f68_c11_wind.png,Streptopelia chinensis,1918.76,684.48
Streptopelia chinensis_f68_c12.png,Streptopelia chinensis,2208.63,729.38
Streptopelia chinensis_f68_c12_rain.png,Streptopelia chinensis,2633.22,729.38
Streptopelia chinensis_f68_c12_wind.png,Streptopelia chinensis,2124.12,727.28
Streptopelia chinensis_f68_c13.png,Streptopelia chinensis,837.7,651.68
Streptopelia chinensis_f68_c13_rain.png,Streptopelia chinensis,4538.18,609.8
Streptopelia chinensis_f68_c13_wind.png,Streptopelia chinensis,1459.87,624.05
Streptopelia chinensis_f68_c1_rain.png,Streptopelia chinensis,3724.31,634.96
Streptopelia chinensis_f68_c1_wind.png,Streptopelia chinensis,1908.57,638.64
Streptopelia chinensis_f68_c2.png,Streptopelia chinensis,1939.82,638.64
Streptopelia chinensis_f68_c2_rain.png,Streptopelia chinensis,2873.93,638.64
Streptopelia chinensis_f68_c2_wind.png,Streptopelia chinensis,1784.71,638.64
Streptopelia chinensis_f68_c3.png,Streptopelia chinensis,1842.24,649.8
Streptopelia chinensis_f68_c3_rain.png,Streptopelia chinensis,2415.32,649.8
Streptopelia chinensis_f68_c3_wind.png,Streptopelia chinensis,1686.47,649.8
Streptopelia chinensis_f68_c4.png,Streptopelia chinensis,1835.27,664.99
Streptopelia chinensis_f68_c4_rain.png,Streptopelia chinensis,2369.38,664.99
Streptopelia chinensis_f68_c4_wind.png,Streptopelia chinensis,1759.93,663.08
Streptopelia chinensis_f68_c5.png,Streptopelia chinensis,1911.38,668.84
Streptopelia chinensis_f68_c5_rain.png,Streptopelia chinensis,3470.33,668.84
Streptopelia chinensis_f68_c5_wind.png,Streptopelia chinensis,1725.95,668.84
Streptopelia chinensis_f68_c6.png,Streptopelia chinensis,2192.34,696.44
Streptopelia chinensis_f68_c6_rain.png,Streptopelia chinensis,3551.54,692.43
Streptopelia chinensis_f68_c6_wind.png,Streptopelia chinensis,2002.98,696.44
Streptopelia chinensis_f68_c7.png,Streptopelia chinensis,2126.91,692.43
Streptopelia chinensis_f68_c7_rain.png,Streptopelia chinensis,3578.42,696.44
Streptopelia chinensis_f68_c7_wind.png,Streptopelia chinensis,2089.44,692.43
Streptopelia chinensis_f68_c8.png,Streptopelia chinensis,1988.06,680.53
Streptopelia chinensis_f68_c8_rain.png,Streptopelia chinensis,3510.8,684.48
Streptopelia chinensis_f68_c8_wind.png,Streptopelia chinensis,1914.69,680.53
