id_xc,nama_ilmiah,nama_indonesia,negara,lokasi,kualitas,durasi,nama_file,status,alasan
XC182186,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale (near  West Lutton), North Yorkshire, England",C,1:02,XC182186.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC181557,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,2:32,XC181557.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC181548,Passer montanus,Burung Gereja Erasia,Czech Republic,"Hlinsko, Chrudim District, Pardubice Region",C,1:10,XC181548.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC181268,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,0:23,XC181268.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC180924,Passer montanus,Burung Gereja Erasia,Czech Republic,"Hlinsko, Chrudim District, Pardubice Region",C,0:55,XC180924.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC178807,Passer montanus,Burung Gereja Erasia,Poland,"Gmina Białowieża (near  Białowieża), Hajnówka County, Podlaskie Voivodeship",C,2:14,XC178807.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC176130,Passer montanus,Burung Gereja Erasia,Spain,"parque del alamillo, sevilla, andalucía",C,0:26,XC176130.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC170732,Passer montanus,Burung Gereja Erasia,Germany,"Augsburg, Siebentischwald, near Preßmarsches Gut",C,2:33,XC170732.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC170189,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,4:12,XC170189.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC169704,Passer montanus,Burung Gereja Erasia,Russian Federation,"Cheboksary, gorod Cheboksary, Chuvashia",C,5:32,XC169704.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC169683,Passer montanus,Burung Gereja Erasia,Russian Federation,"Cheboksary, gorod Cheboksary, Chuvashia",C,4:58,XC169683.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC169679,Passer montanus,Burung Gereja Erasia,Russian Federation,"Cheboksary, gorod Cheboksary, Chuvashia",C,4:40,XC169679.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC169669,Passer montanus,Burung Gereja Erasia,Russian Federation,"Cheboksary, gorod Cheboksary, Chuvashia",C,2:51,XC169669.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC169668,Passer montanus,Burung Gereja Erasia,Russian Federation,"Cheboksary, gorod Cheboksary, Chuvashia",C,2:21,XC169668.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC168532,Passer montanus,Burung Gereja Erasia,Russian Federation,"Cheboksary, gorod Cheboksary, Chuvash Republic",C,0:58,XC168532.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC168260,Passer montanus,Burung Gereja Erasia,Russian Federation,"Cheboksary, gorod Cheboksary, Chuvashskaya Respublika",C,1:56,XC168260.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC168259,Passer montanus,Burung Gereja Erasia,Russian Federation,"Cheboksary, gorod Cheboksary, Chuvashskaya Respublika",C,0:19,XC168259.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC168163,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,2:35,XC168163.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC168162,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,3:09,XC168162.mp3,Digunakan,Lolos seleksi balancing durasi dan quality control
XC168160,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,4:10,XC168160.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC168159,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,4:10,XC168159.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC165640,Passer montanus,Burung Gereja Erasia,Germany,"Augsburg, Hugenotten Weg",C,0:41,XC165640.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC164828,Passer montanus,Burung Gereja Erasia,Philippines,"Balintawak, Quezon City, Metro Manila",C,3:00,XC164828.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC158164,Passer montanus,Burung Gereja Erasia,Poland,"Mołoczki, Podlaskie Voivodeship",C,1:10,XC158164.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC156435,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District (near  West Lutton), North Yorkshire, England",C,4:10,XC156435.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC152700,Passer montanus,Burung Gereja Erasia,Russian Federation,"Cheboksary, gorod Cheboksary, Chuvashia",C,0:50,XC152700.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC149614,Passer montanus,Burung Gereja Erasia,Russian Federation,"Cheboksary, gorod Cheboksary, Chuvashia",C,1:09,XC149614.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC149613,Passer montanus,Burung Gereja Erasia,Russian Federation,"Cheboksary, gorod Cheboksary, Chuvashia",C,1:48,XC149613.mp3,Digunakan,Lolos seleksi balancing durasi dan quality control
XC147809,Passer montanus,Burung Gereja Erasia,Russian Federation,"Novocheboksarsk, gorod Novocheboksarsk, Chuvashia",C,0:27,XC147809.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC147803,Passer montanus,Burung Gereja Erasia,Russian Federation,"Novocheboksarsk, gorod Novocheboksarsk, Chuvashia",C,0:13,XC147803.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC146885,Passer montanus,Burung Gereja Erasia,Russian Federation,"Novocheboksarsk, gorod Novocheboksarsk, Chuvashia",C,0:38,XC146885.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC145756,Passer montanus,Burung Gereja Erasia,Russian Federation,"Vurnarskiy rayon, Chuvashia",C,0:41,XC145756.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC144226,Passer montanus,Burung Gereja Erasia,Russian Federation,"Gornomariyskiy rayon, Mari El Republic",C,1:11,XC144226.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC134050,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,3:01,XC134050.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC132141,Passer montanus,Burung Gereja Erasia,Germany,"Augsburg, Bavarian Swabia, Bavaria",C,0:34,XC132141.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC131654,Passer montanus,Burung Gereja Erasia,Malaysia,"SS 22, Petaling Jaya, Selangor",C,3:57,XC131654.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC128817,Passer montanus,Burung Gereja Erasia,Malaysia,"Petaling Jaya, Petaling, Selangor",C,0:46,XC128817.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC126833,Passer montanus,Burung Gereja Erasia,Russian Federation,Cheboksary,C,0:51,XC126833.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC110291,Passer montanus,Burung Gereja Erasia,Indonesia,"Palangkaraya, Central Kalimantan, Borneo",C,0:27,XC110291.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC110201,Passer montanus,Burung Gereja Erasia,China,"Yang County, Shaanxi",C,0:22,XC110201.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC106166,Passer montanus,Burung Gereja Erasia,Russian Federation,Stemasy,C,0:28,XC106166.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC83242,Passer montanus,Burung Gereja Erasia,Sweden,"Faxan, Uppsala",C,0:03,XC83242.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC75657,Passer montanus,Burung Gereja Erasia,Spain,"Albatàrrec, Lleida, Catalonia",C,0:20,XC75657.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC73326,Passer montanus,Burung Gereja Erasia,Taiwan,"Department of Lifescience, National Taiwan University, Taipei, Taiwan",C,0:18,XC73326.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC73325,Passer montanus,Burung Gereja Erasia,Taiwan,"Department of Lifescience, National Taiwan University, Taipei, Taiwan",C,0:31,XC73325.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC73324,Passer montanus,Burung Gereja Erasia,Taiwan,"Department of Lifescience, National Taiwan University, Taipei, Taiwan",C,0:26,XC73324.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC67002,Passer montanus,Burung Gereja Erasia,Germany,"Roemerhof near Lauffen am Neckar, Germany",C,0:25,XC67002.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC65816,Passer montanus,Burung Gereja Erasia,United Kingdom,"Big Waters, Northumberland",C,0:17,XC65816.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC49638,Passer montanus,Burung Gereja Erasia,Sweden,"Uppsala, Lilljeborgsvagen",C,0:15,XC49638.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC35776,Passer montanus,Burung Gereja Erasia,Malaysia,?,C,0:47,XC35776.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC28602,Passer montanus,Burung Gereja Erasia,Turkey,"Zemi Valley, Cappadocia ",C,0:27,XC28602.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC1056722,Passer montanus,Burung Gereja Erasia,United Kingdom,"Low Hauxley, Northumberland, England",D,0:23,XC1056722.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC1056315,Passer montanus,Burung Gereja Erasia,Greece,"Argolis, Peloponnese Region, Decentralized Administration of Peloponnese, Western Greece and the Ionian",D,0:06,XC1056315.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC978386,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District (near West Lutton), North Yorkshire, England",D,1:14,XC978386.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC978384,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District (near West Lutton), North Yorkshire, England",D,0:24,XC978384.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC936976,Passer montanus,Burung Gereja Erasia,Slovakia,"Bratislava, Bratislava IV, Bratislavský kraj",D,0:30,XC936976.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC891913,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District (near Helperthorpe), North Yorkshire, England",D,10:01,XC891913.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC891211,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District (near Helperthorpe), North Yorkshire, England",D,1:12,XC891211.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC871646,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District (near Helperthorpe), North Yorkshire, England",D,1:26,XC871646.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC863534,Passer montanus,Burung Gereja Erasia,Belgium,"Chaudfontaine, Liège, Wallonie",D,0:06,XC863534.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC836056,Passer montanus,Burung Gereja Erasia,Spain,"Vega de Granada (near  Chauchina), Granada, Andalusia",D,0:22,XC836056.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC825993,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District (near Helperthorpe), North Yorkshire, England",D,0:17,XC825993.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC821754,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District (near Helperthorpe), North Yorkshire, England",D,1:25,XC821754.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC818827,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District (near East Lutton), North Yorkshire, England",D,0:18,XC818827.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC816517,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District (near West Lutton), North Yorkshire, England",D,0:17,XC816517.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC816351,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District (near West Lutton), North Yorkshire, England",D,0:19,XC816351.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC816350,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District (near West Lutton), North Yorkshire, England",D,0:11,XC816350.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC814600,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",D,0:13,XC814600.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC814599,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",D,0:19,XC814599.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC807374,Passer montanus,Burung Gereja Erasia,South Korea,"Gwangju, Jeollanam-do",D,0:12,XC807374.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC789425,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District (near East Lutton), North Yorkshire, England",D,0:49,XC789425.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC789424,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District (near East Lutton), North Yorkshire, England",D,0:25,XC789424.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC789423,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District (near East Lutton), North Yorkshire, England",D,0:28,XC789423.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC770557,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District (near Helperthorpe), North Yorkshire, England",D,0:07,XC770557.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC770555,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District (near Helperthorpe), North Yorkshire, England",D,0:54,XC770555.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC769109,Passer montanus,Burung Gereja Erasia,United Kingdom,"Post Box (near  Helperthorpe), North Yorkshire, England",D,1:04,XC769109.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC767108,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District (near  West Lutton), North Yorkshire, England",D,1:19,XC767108.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC764206,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District (near East Lutton), North Yorkshire, England",D,0:24,XC764206.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC764204,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District (near East Lutton), North Yorkshire, England",D,0:45,XC764204.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC760611,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District (near West Lutton), North Yorkshire, England",D,0:19,XC760611.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC759025,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District (near West Lutton), North Yorkshire, England",D,0:35,XC759025.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC755754,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District (near West Heslerton), North Yorkshire, England",D,1:40,XC755754.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC729417,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District, (near  Helperthorpe), North Yorkshire, England",D,1:46,XC729417.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC696392,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District (near West Heslerton), North Yorkshire, England",D,0:21,XC696392.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC696300,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District,(nearHelperthorpe) North Yorkshire, England",D,1:11,XC696300.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC692782,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale Disrict, (near West Lutton), North Yorkshire, England",D,0:20,XC692782.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC687301,Passer montanus,Burung Gereja Erasia,Myanmar,"Wakema (near  Shwelaung), Myaungmya, Ayeyarwady",D,0:46,XC687301.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC679660,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District,(near Helperthorpe) North Yorkshire, England",D,0:49,XC679660.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC679658,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District,(near Helperthorpe) North Yorkshire, England",D,2:31,XC679658.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC679654,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District,(near Helperthorpe) North Yorkshire, England",D,0:22,XC679654.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC679062,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District (near Helperthorpe), North Yorkshire, England",D,3:16,XC679062.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC679061,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District (near Helperthorpe), North Yorkshire, England",D,1:22,XC679061.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC679060,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District (near Helperthorpe), North Yorkshire, England",D,0:57,XC679060.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC679058,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District (near Helperthorpe), North Yorkshire, England",D,0:17,XC679058.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC679057,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District (near Helperthorpe), North Yorkshire, England",D,0:18,XC679057.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC678793,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District,(near Helperthorpe) North Yorkshire, England",D,0:52,XC678793.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC678792,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District,(near Helperthorpe) North Yorkshire, England",D,0:22,XC678792.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC673548,Passer montanus,Burung Gereja Erasia,Germany, Bobingen / Schwettinger  -in  Bayern,D,1:13,XC673548.mp3,Digunakan,Lolos seleksi balancing durasi dan quality control
XC673547,Passer montanus,Burung Gereja Erasia,Germany, Bobingen / Schwettinger  -in  Bayern,D,3:09,XC673547.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC672492,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District,(near West Lutton), North Yorkshire, England",D,0:14,XC672492.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC671996,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District,  (near  West Lutton), North Yorkshire, England",D,2:07,XC671996.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC669058,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District, Haverdale ,North Yorkshire, England",D,2:25,XC669058.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC666252,Passer montanus,Burung Gereja Erasia,Germany, Bobingen / Schwettinger  -in  Bayern,D,2:42,XC666252.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC640672,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District,(near West Lutton), North Yorkshire, England",D,2:22,XC640672.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC640671,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District,(near West Lutton), North Yorkshire, England",D,3:37,XC640671.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC633347,Passer montanus,Burung Gereja Erasia,Ukraine,"Toky, Pidvolochys'kyi district, Ternopil's'ka oblast",D,0:11,XC633347.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC633343,Passer montanus,Burung Gereja Erasia,Ukraine,"Toky, Pidvolochys'kyi district, Ternopil's'ka oblast",D,1:10,XC633343.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC625450,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District (near  Malton), North Yorkshire, England",D,1:36,XC625450.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC625448,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District (near  Malton), North Yorkshire, England",D,2:12,XC625448.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC625446,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District (near  Malton), North Yorkshire, England",D,0:16,XC625446.mp3,Digunakan,Lolos seleksi balancing durasi dan quality control
XC619605,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District, (near Helperthorpe), North Yorkshire, England",D,2:31,XC619605.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC619604,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District, (near Helperthorpe), North Yorkshire, England",D,0:22,XC619604.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC618232,Passer montanus,Burung Gereja Erasia,Germany, Bobingen / Schwettinger  -in  Bayern,D,0:26,XC618232.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC616892,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District,(near Helperthorpe) North Yorkshire, England",D,2:53,XC616892.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC615162,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District, (near Helperthorpe), North Yorkshire, England",D,7:02,XC615162.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC615161,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District, (near Helperthorpe), North Yorkshire, England",D,1:07,XC615161.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC615152,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District, (near Helperthorpe), North Yorkshire, England",D,1:18,XC615152.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC615151,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District, (near Helperthorpe), North Yorkshire, England",D,1:38,XC615151.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC615145,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District, (near Helperthorpe), North Yorkshire, England",D,0:42,XC615145.mp3,Digunakan,Lolos seleksi balancing durasi dan quality control
XC609659,Passer montanus,Burung Gereja Erasia,Poland,"Gmina Mirsk (near  Mirsk), lwówecki, Dolnośląskie",D,0:09,XC609659.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC604007,Passer montanus,Burung Gereja Erasia,China,"Meilin Village No.1, Shenzhen Shi, Guangdong Sheng",D,0:12,XC604007.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC592010,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District,(near Weaverthorpe) North Yorkshire, England",D,1:23,XC592010.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC592008,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District,(near Weaverthorpe) North Yorkshire, England",D,0:29,XC592008.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC586630,Passer montanus,Burung Gereja Erasia,Germany, Bobingen / Schwettinger  -in  Bayern,D,0:06,XC586630.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC580669,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District,(near Helperthorpe), North Yorkshire, England",D,0:13,XC580669.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC577511,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District,(near Helperthorpe), North Yorkshire, England",D,0:17,XC577511.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC562676,Passer montanus,Burung Gereja Erasia,Portugal,"Parque do Bom Jesus (near  Braga), Braga, Braga",D,1:36,XC562676.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC552120,Passer montanus,Burung Gereja Erasia,Germany, Bobingen / Schwettinger  -in  Bayern,D,11:46,XC552120.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC547474,Passer montanus,Burung Gereja Erasia,Ukraine,"L'vivs'ka city council (near  L'viv), L'vivs'ka oblast",D,0:19,XC547474.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC540434,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District, (near Helperthorpe), North Yorkshire, England",D,0:42,XC540434.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
