id_xc,nama_ilmiah,nama_indonesia,nama_inggris,negara,lokasi,kualitas,jenis_suara,perekam,tanggal,durasi,url_halaman,nama_file,file_tersedia
XC501957,Pycnonotus goiavier,Merbah Cerukcuk,Yellow-vented Bulbul,Philippines,Pandan Island Sablayan,C,song,Brendan Sloan,2019-05-02,0:31,https://xeno-canto.org/501957,XC501957.mp3,Ya
XC487800,Pycnonotus goiavier,Merbah Cerukcuk,Yellow-vented Bulbul,Indonesia,Taman Wisata Alam Mangrove Angke Kapuk,C,call,Prayitno Goenarto,2019-06-23,0:07,https://xeno-canto.org/487800,XC487800.mp3,Ya
XC477311,Pycnonotus goiavier,Merbah Cerukcuk,Yellow-vented Bulbul,Indonesia,"EFFORTS project, Oil palm plots,Sumatra, Jambi",C,song,Andres Angulo Rubiano,2017-09-02,0:30,https://xeno-canto.org/477311,XC477311.mp3,Ya
XC477291,Pycnonotus goiavier,Merbah Cerukcuk,Yellow-vented Bulbul,Indonesia,"EFFORTS project, Oil palm plots,Sumatra, Jambi",C,song,Andres Angulo Rubiano,2017-09-01,0:30,https://xeno-canto.org/477291,XC477291.mp3,Ya
XC461218,Pycnonotus goiavier,Merbah Cerukcuk,Yellow-vented Bulbul,Thailand,"Sa Khu, Amphoe Thalang, Chang Wat Phuket",C,song,Stephan Risch,2019-03-05,0:49,https://xeno-canto.org/461218,XC461218.mp3,Ya
XC445743,Pycnonotus goiavier,Merbah Cerukcuk,Yellow-vented Bulbul,Malaysia,"Stapok area of Batu Kawa, Bahagian Kuching, Sarawak",C,song,Hobart WQH,2018-12-07,0:14,https://xeno-canto.org/445743,XC445743.mp3,Ya
XC439490,Pycnonotus goiavier,Merbah Cerukcuk,Yellow-vented Bulbul,Malaysia,"Stapok area of Batu Kawa, Bahagian Kuching, Sarawak",C,call,Hobart WQH,2018-10-20,0:29,https://xeno-canto.org/439490,XC439490.mp3,Ya
XC437112,Pycnonotus goiavier,Merbah Cerukcuk,Yellow-vented Bulbul,Malaysia,"Stapok area of Batu Kawa, Bahagian Kuching, Sarawak",C,"call, song",Hobart WQH,2018-10-04,0:16,https://xeno-canto.org/437112,XC437112.mp3,Ya
XC403052,Pycnonotus goiavier,Merbah Cerukcuk,Yellow-vented Bulbul,Thailand,"Tambon Sai Ma, Amphoe Mueang Nonthaburi, Chang Wat Nonthaburi",C,call,Werzik,2018-02-19,0:03,https://xeno-canto.org/403052,XC403052.mp3,Ya
XC401927,Pycnonotus goiavier,Merbah Cerukcuk,Yellow-vented Bulbul,Thailand,"Tambon Sai Ma, Amphoe Mueang Nonthaburi, Chang Wat Nonthaburi",C,call,Werzik,2018-02-06,0:10,https://xeno-canto.org/401927,XC401927.mp3,Ya
XC396952,Pycnonotus goiavier,Merbah Cerukcuk,Yellow-vented Bulbul,Thailand,"Tambon Bang Rak Noi, Amphoe Mueang Nonthaburi, Chang Wat Nonthaburi",C,call,Werzik,2017-12-25,0:09,https://xeno-canto.org/396952,XC396952.mp3,Ya
XC347970,Pycnonotus goiavier,Merbah Cerukcuk,Yellow-vented Bulbul,Philippines,"Puerto Galera, Oriental Mindoro, MIMAROPA",C,song,Albert Lastukhin,2016-10-11,0:10,https://xeno-canto.org/347970,XC347970.mp3,Ya
XC347967,Pycnonotus goiavier,Merbah Cerukcuk,Yellow-vented Bulbul,Philippines,"Puerto Galera, Oriental Mindoro, MIMAROPA",C,call,Albert Lastukhin,2016-10-19,0:10,https://xeno-canto.org/347967,XC347967.mp3,Ya
XC345157,Pycnonotus goiavier,Merbah Cerukcuk,Yellow-vented Bulbul,Philippines,"Puerto Galera, Oriental Mindoro, MIMAROPA",C,song,Albert Lastukhin &amp; Yuri Glushchenko,2016-10-10,0:39,https://xeno-canto.org/345157,XC345157.mp3,Ya
XC314179,Pycnonotus goiavier,Merbah Cerukcuk,Yellow-vented Bulbul,Indonesia,"Manggis, Kabupaten Karangasem, Bali",C,song,Ding Li Yong,2016-04-16,0:25,https://xeno-canto.org/314179,XC314179.mp3,Ya
XC312853,Pycnonotus goiavier,Merbah Cerukcuk,Yellow-vented Bulbul,Malaysia,"Seremban (near  Bandar Baru Enstek), Negeri Sembilan",C,dawn chorus of roosting flock,Christian Schwarz,2015-07-02,0:26,https://xeno-canto.org/312853,XC312853.mp3,Ya
XC239824,Pycnonotus goiavier,Merbah Cerukcuk,Yellow-vented Bulbul,Philippines,"Pasig, Metro Manila",C,song,Rodolfo F,2015-05-03,3:35,https://xeno-canto.org/239824,XC239824.mp3,Ya
XC192179,Pycnonotus goiavier,Merbah Cerukcuk,Yellow-vented Bulbul,Malaysia,"Kuala Selangor, Selangor",C,call,Mike Nelson,2014-07-24,0:04,https://xeno-canto.org/192179,XC192179.mp3,Ya
XC188009,Pycnonotus goiavier,Merbah Cerukcuk,Yellow-vented Bulbul,Philippines,"Balintawak, Quezon City, Metro Manila",C,call,"Romeo B. Galang, Jr",2014-07-20,0:52,https://xeno-canto.org/188009,XC188009.mp3,Ya
XC187343,Pycnonotus goiavier,Merbah Cerukcuk,Yellow-vented Bulbul,Philippines,"Balintawak, Quezon City, Metro Manila",C,"alarm call, call, contact call between juvenile and parents","Romeo B. Galang, Jr",2014-07-15,3:00,https://xeno-canto.org/187343,XC187343.mp3,Ya
XC185772,Pycnonotus goiavier,Merbah Cerukcuk,Yellow-vented Bulbul,Philippines,"Balintawak, Quezon City, Metro Manila",C,call,"Romeo B. Galang, Jr",2014-07-08,1:27,https://xeno-canto.org/185772,XC185772.mp3,Ya
XC184698,Pycnonotus goiavier,Merbah Cerukcuk,Yellow-vented Bulbul,Philippines,,C,song,ChristopheD,2014-06-02,0:04,https://xeno-canto.org/184698,XC184698.mp3,Ya
XC182906,Pycnonotus goiavier,Merbah Cerukcuk,Yellow-vented Bulbul,Indonesia,"Nusa Dua lagoon, Nusa Dua, Badung, Bali",C,call,nick talbot,2011-04-23,0:03,https://xeno-canto.org/182906,XC182906.mp3,Ya
XC177256,Pycnonotus goiavier,Merbah Cerukcuk,Yellow-vented Bulbul,Singapore,Singapore Botanic Gardens,C,"call, song",Johannes Fischer,2014-03-15,0:10,https://xeno-canto.org/177256,XC177256.mp3,Ya
XC153023,Pycnonotus goiavier,Merbah Cerukcuk,Yellow-vented Bulbul,Indonesia,"Nusa Dharma, Nusa Dua, Badung, Bali",C,alarm call,Bruno Durand,2013-10-21,1:22,https://xeno-canto.org/153023,XC153023.mp3,Ya
XC151437,Pycnonotus goiavier,Merbah Cerukcuk,Yellow-vented Bulbul,Malaysia,"Taman Negara, Sungai Relau, Merapoh, Pahang",C,call,Mike Nelson,2013-09-08,0:01,https://xeno-canto.org/151437,XC151437.mp3,Ya
XC150811,Pycnonotus goiavier,Merbah Cerukcuk,Yellow-vented Bulbul,Malaysia,"Sepilok Forest Edge Resort, Sepilok, Sabah, Borneo ",C,call,Mike Nelson,2013-08-18,0:02,https://xeno-canto.org/150811,XC150811.mp3,Ya
XC79531,Pycnonotus goiavier,Merbah Cerukcuk,Yellow-vented Bulbul,Thailand,Nai Yang Beach National Park,C,song,Myornis,2011-04-28,0:28,https://xeno-canto.org/79531,XC79531.mp3,Ya
XC59702,Pycnonotus goiavier,Merbah Cerukcuk,Yellow-vented Bulbul,Malaysia,"Sepilok Forest Edge Resort, Sepilok, Sabah, Borneo ",C,"song, song (trill)",Frank Lambert,2009-10-13,1:05,https://xeno-canto.org/59702,XC59702.mp3,Ya
XC46585,Pycnonotus goiavier,Merbah Cerukcuk,Yellow-vented Bulbul,Malaysia,"Kota Kinabalu, Sabah, Borneo",C,song,Mike Nelson,2009-08-02,1:32,https://xeno-canto.org/46585,XC46585.mp3,Ya
XC31438,Pycnonotus goiavier,Merbah Cerukcuk,Yellow-vented Bulbul,Indonesia,"Kuta Beach, Bali",C,song,Allen T. Chartier,1997-08-17,0:06,https://xeno-canto.org/31438,XC31438.mp3,Ya
XC938407,Pycnonotus goiavier,Merbah Cerukcuk,Yellow-vented Bulbul,Singapore,Singapore,D,song,Zi Xin,2024-10-07,0:14,https://xeno-canto.org/938407,XC938407.mp3,Ya
XC756513,Pycnonotus goiavier,Merbah Cerukcuk,Yellow-vented Bulbul,Singapore,"West Coast Area, Singapore",D,song,Okamoto Keita Sin,2022-02-02,0:22,https://xeno-canto.org/756513,XC756513.mp3,Ya
XC730876,Pycnonotus goiavier,Merbah Cerukcuk,Yellow-vented Bulbul,Malaysia,"Kinabatangan District (near  Kinabatangan), Bahagian Sandakan, Sabah",D,call,GABRIEL LEITE,2022-05-27,0:09,https://xeno-canto.org/730876,XC730876.mp3,Ya
XC607607,Pycnonotus goiavier,Merbah Cerukcuk,Yellow-vented Bulbul,Thailand,"Tambon Ko Khwang, Amphoe Mueang Chanthaburi, Chang Wat Chanthaburi",D,call,Albert Noorlander,2019-08-21,0:13,https://xeno-canto.org/607607,XC607607.mp3,Ya
XC604735,Pycnonotus goiavier,Merbah Cerukcuk,Yellow-vented Bulbul,Singapore,"Kent Ridge Park, Singapore",D,begging call,Sreekar,2020-11-23,0:12,https://xeno-canto.org/604735,XC604735.mp3,Ya
XC342489,Pycnonotus goiavier,Merbah Cerukcuk,Yellow-vented Bulbul,Philippines,"CPAC, Murcia, Negros Occidental, Western Visayas",D,song,Derek Paulo,2016-07-07,0:15,https://xeno-canto.org/342489,XC342489.mp3,Ya
XC342488,Pycnonotus goiavier,Merbah Cerukcuk,Yellow-vented Bulbul,Philippines,"CPAC, Murcia, Negros Occidental, Western Visayas",D,call,Derek Paulo,2016-10-09,0:45,https://xeno-canto.org/342488,XC342488.mp3,Ya
XC161632,Pycnonotus goiavier,Merbah Cerukcuk,Yellow-vented Bulbul,Philippines,"Balintawak, Quezon City, Metro Manila",D,,"Romeo B. Galang, Jr",2013-12-28,1:01,https://xeno-canto.org/161632,XC161632.mp3,Ya
XC974732,Pycnonotus goiavier,Merbah Cerukcuk,Yellow-vented Bulbul,Singapore,eBird hotspot: Gardens by the Bay,E,,Aladdin,2025-02-21,0:56,https://xeno-canto.org/974732,XC974732.mp3,Ya
XC182032,Pycnonotus goiavier,Merbah Cerukcuk,Yellow-vented Bulbul,Malaysia,"Sepilok Jungle Resort, Sepilok, Sabah, Borneo ",E,call,nick talbot,2010-04-07,0:07,https://xeno-canto.org/182032,XC182032.mp3,Ya
XC1101093,Streptopelia chinensis,Tekukur Biasa,Spotted Dove,Singapore,Bukit Panjang,A,call,Dillen Ng,2026-04-19,0:17,https://xeno-canto.org/1101093,XC1101093.mp3,Ya
XC1096430,Streptopelia chinensis,Tekukur Biasa,Spotted Dove,Sri Lanka,"Dambulla (near  Sigiriya), Matale, Central Province",A,song,Uku Paal,2026-02-23,0:45,https://xeno-canto.org/1096430,XC1096430.mp3,Ya
XC1062730,Streptopelia chinensis,Tekukur Biasa,Spotted Dove,Singapore,Bukit Batok (near  Singapore),A,song,Ding Li Yong,2025-12-05,0:23,https://xeno-canto.org/1062730,XC1062730.mp3,Ya
XC1056381,Streptopelia chinensis,Tekukur Biasa,Spotted Dove,China,"Kap Lung Forest Trail, Tai Mo Shan, Hong Kong",A,song,Ding Li Yong,2025-11-06,0:11,https://xeno-canto.org/1056381,XC1056381.mp3,Ya
XC1054704,Streptopelia chinensis,Tekukur Biasa,Spotted Dove,Thailand,"Gateway at Bang Sue (near  Bangkok), Bang Sue, Krung Thep Maha Nakhon",A,song,Sam Hambly,2025-11-15,0:42,https://xeno-canto.org/1054704,XC1054704.mp3,Ya
XC1035372,Streptopelia chinensis,Tekukur Biasa,Spotted Dove,Taiwan,"隆興里, Dongshi District, Taichung City",A,song,Lars Lachmann,2025-04-21,0:39,https://xeno-canto.org/1035372,XC1035372.mp3,Ya
XC1030898,Streptopelia chinensis,Tekukur Biasa,Spotted Dove,India,"Pande Gaon, Uttarakhand",A,song,Peter Boesman,2025-07-25,0:53,https://xeno-canto.org/1030898,XC1030898.mp3,Ya
XC1030894,Streptopelia chinensis,Tekukur Biasa,Spotted Dove,India,"Haripura reservoir, Uttarakhand",A,song,Peter Boesman,2025-07-25,0:41,https://xeno-canto.org/1030894,XC1030894.mp3,Ya
XC1019752,Streptopelia chinensis,Tekukur Biasa,Spotted Dove,China,"Hangzhou, Zhejiang",A,song,Albert Lastukhin,2025-07-15,2:49,https://xeno-canto.org/1019752,XC1019752.mp3,Ya
XC1019750,Streptopelia chinensis,Tekukur Biasa,Spotted Dove,China,"Hangzhou, Zhejiang",A,song,Albert Lastukhin,2025-07-16,1:00,https://xeno-canto.org/1019750,XC1019750.mp3,Ya
XC1019748,Streptopelia chinensis,Tekukur Biasa,Spotted Dove,China,"Hangzhou, Zhejiang",A,song,Albert Lastukhin,2025-07-16,2:31,https://xeno-canto.org/1019748,XC1019748.mp3,Ya
XC1005542,Streptopelia chinensis,Tekukur Biasa,Spotted Dove,Thailand,"Khok Kham, Mueang Samut Sakhon District, Samut Sakhon",A,song,David Darrell-Lambert,2025-06-10,0:02,https://xeno-canto.org/1005542,XC1005542.mp3,Ya
XC1003535,Streptopelia chinensis,Tekukur Biasa,Spotted Dove,Thailand,eBird hotspot: Benjakiti Park,A,"song, display flight",David Darrell-Lambert,2025-06-03,0:09,https://xeno-canto.org/1003535,XC1003535.mp3,Ya
XC1002930,Streptopelia chinensis,Tekukur Biasa,Spotted Dove,China,"Tianlin Community, Shanghai",A,"dawn song, song",Ray Tsu 诸仁,2025-05-30,2:11,https://xeno-canto.org/1002930,XC1002930.mp3,Ya
XC999942,Streptopelia chinensis,Tekukur Biasa,Spotted Dove,China,Shanghai Botanical Garden,A,call,Bo Shunqi 薄顺奇,2025-01-27,3:06,https://xeno-canto.org/999942,XC999942.mp3,Ya
XC994391,Streptopelia chinensis,Tekukur Biasa,Spotted Dove,China,北京,A,uncertain,解析人生,2024-04-27,1:04,https://xeno-canto.org/994391,XC994391.mp3,Ya
XC991441,Streptopelia chinensis,Tekukur Biasa,Spotted Dove,Cambodia,"Tmatboey Forest and Stoeng Chhuk River, Cambodia",A,song,Joost van Bruggen,2025-02-27,0:59,https://xeno-canto.org/991441,XC991441.mp3,Ya
XC978648,Streptopelia chinensis,Tekukur Biasa,Spotted Dove,China,"Xian Shan, Hangzhou, Zhejiang",A,song,Ray Tsu 诸仁,2025-02-27,0:51,https://xeno-canto.org/978648,XC978648.mp3,Ya
XC879491,Streptopelia chinensis,Tekukur Biasa,Spotted Dove,China,"Pak Sha O, Sai Kung District, New Territories, Hong Kong",A,song,Geoff Carey,2013-03-29,1:11,https://xeno-canto.org/879491,XC879491.mp3,Ya
XC879489,Streptopelia chinensis,Tekukur Biasa,Spotted Dove,China,"Pak Sha O, Sai Kung District, New Territories, Hong Kong",A,song,Geoff Carey,2013-01-05,1:48,https://xeno-canto.org/879489,XC879489.mp3,Ya
XC879487,Streptopelia chinensis,Tekukur Biasa,Spotted Dove,China,"Pak Sha O, Sai Kung District, New Territories, Hong Kong",A,song,Geoff Carey,2011-02-08,1:07,https://xeno-canto.org/879487,XC879487.mp3,Ya
XC879486,Streptopelia chinensis,Tekukur Biasa,Spotted Dove,China,"Mai Po NR Car Park, Hong Kong",A,song,Geoff Carey,2012-03-17,0:44,https://xeno-canto.org/879486,XC879486.mp3,Ya
XC877988,Streptopelia chinensis,Tekukur Biasa,Spotted Dove,China,浙江省海盐县北团村,A,call,小菜鸟,2024-02-18,0:08,https://xeno-canto.org/877988,XC877988.mp3,Ya
XC877987,Streptopelia chinensis,Tekukur Biasa,Spotted Dove,China,浙江省海盐县北团村,A,song,小菜鸟,2024-02-18,1:13,https://xeno-canto.org/877987,XC877987.mp3,Ya
XC875469,Streptopelia chinensis,Tekukur Biasa,Spotted Dove,China,"Tianlin Community, Shanghai",A,"song, wing beats",Ray Tsu 诸仁,2024-02-16,0:34,https://xeno-canto.org/875469,XC875469.mp3,Tidak
XC841872,Streptopelia chinensis,Tekukur Biasa,Spotted Dove,China,"Jiuduansha Wetland National Nature Reserve, Shanghai",A,song,Ray Tsu 诸仁,2023-09-08,1:40,https://xeno-canto.org/841872,XC841872.mp3,Ya
XC839569,Streptopelia chinensis,Tekukur Biasa,Spotted Dove,China,"Outer Ring Forest Belt, Minhang, Shanghai",A,call,Bo Shunqi 薄顺奇,2023-04-21,0:26,https://xeno-canto.org/839569,XC839569.mp3,Ya
XC804383,Streptopelia chinensis,Tekukur Biasa,Spotted Dove,China,"Hangzhou Botanical Gardens, Hangzhou Shi, Zhejiang Sheng",A,song,Bo Shunqi 薄顺奇,2018-05-13,0:36,https://xeno-canto.org/804383,XC804383.mp3,Ya
XC788290,Streptopelia chinensis,Tekukur Biasa,Spotted Dove,Malaysia,"Kota Kinabalu District (near  Kota Kinabalu), Bahagian Pantai Barat, Sabah",A,song,Romuald Mikusek,2023-02-06,0:10,https://xeno-canto.org/788290,XC788290.mp3,Ya
XC786220,Streptopelia chinensis,Tekukur Biasa,Spotted Dove,China,"Tianlin Community, Shanghai",A,song,Ray Tsu 诸仁,2023-03-15,0:16,https://xeno-canto.org/786220,XC786220.mp3,Ya
XC786219,Streptopelia chinensis,Tekukur Biasa,Spotted Dove,China,"Tianlin Community, Shanghai",A,song,Ray Tsu 诸仁,2023-03-15,1:21,https://xeno-canto.org/786219,XC786219.mp3,Ya
XC766589,Streptopelia chinensis,Tekukur Biasa,Spotted Dove,Thailand,"Huay Sala Reservoir, Muang Yai, Wiang Kaen District, Chiang Rai",A,song,Greg Irving,2022-12-01,2:16,https://xeno-canto.org/766589,XC766589.mp3,Ya
XC748185,Streptopelia chinensis,Tekukur Biasa,Spotted Dove,China,"Tianlin Community, Shanghai",A,song,Ray Tsu 诸仁,2022-09-14,0:58,https://xeno-canto.org/748185,XC748185.mp3,Ya
XC731973,Streptopelia chinensis,Tekukur Biasa,Spotted Dove,China,"Tianlin Community, Shanghai",A,song,Ray Tsu 诸仁,2022-06-06,0:42,https://xeno-canto.org/731973,XC731973.mp3,Ya
XC724736,Streptopelia chinensis,Tekukur Biasa,Spotted Dove,China,"Tianlin Community, Shanghai",A,song,Ray Tsu 诸仁,2022-05-13,0:20,https://xeno-canto.org/724736,XC724736.mp3,Ya
XC721129,Streptopelia chinensis,Tekukur Biasa,Spotted Dove,China,"Tianlin Community, Shanghai",A,song,Ray Tsu 诸仁,2022-04-30,0:30,https://xeno-canto.org/721129,XC721129.mp3,Ya
XC710640,Streptopelia chinensis,Tekukur Biasa,Spotted Dove,China,"Tianlin Community, Shanghai",A,song,Ray Tsu 诸仁,2021-04-03,1:18,https://xeno-canto.org/710640,XC710640.mp3,Ya
XC710635,Streptopelia chinensis,Tekukur Biasa,Spotted Dove,China,"Tianlin Community, Shanghai",A,song,Ray Tsu 诸仁,2021-06-08,0:47,https://xeno-canto.org/710635,XC710635.mp3,Ya
XC710634,Streptopelia chinensis,Tekukur Biasa,Spotted Dove,China,"Tianlin Community, Shanghai",A,"song, wing beats",Ray Tsu 诸仁,2021-06-04,0:28,https://xeno-canto.org/710634,XC710634.mp3,Ya
XC681920,Streptopelia chinensis,Tekukur Biasa,Spotted Dove,Laos,"Phou Phanang (Tun Wealth), Vientiane Prefecture",A,song,Bram Piot,2021-10-18,0:18,https://xeno-canto.org/681920,XC681920.mp3,Ya
XC647196,Streptopelia chinensis,Tekukur Biasa,Spotted Dove,Australia,"Brisbane Ranges NP, Melton, Victoria",A,song,Nature sounds by Simply Birding,2019-03-14,0:29,https://xeno-canto.org/647196,XC647196.mp3,Ya
XC595461,Streptopelia chinensis,Tekukur Biasa,Spotted Dove,Sri Lanka,"Tissamaharama, Hambantota, Southern Province",A,song,Simon Elliott,2015-01-20,0:37,https://xeno-canto.org/595461,XC595461.mp3,Ya
XC369547,Streptopelia chinensis,Tekukur Biasa,Spotted Dove,India,"Near Bickatty, The Nilgiris County, Tamil Nadu",A,song,Peter Boesman,2017-04-17,0:42,https://xeno-canto.org/369547,XC369547.mp3,Ya
XC311498,Streptopelia chinensis,Tekukur Biasa,Spotted Dove,Sri Lanka,Tissamaharama area,A,song,Peter Boesman,2016-03-28,0:35,https://xeno-canto.org/311498,XC311498.mp3,Ya
XC161258,Streptopelia chinensis,Tekukur Biasa,Spotted Dove,India,"Aldona, North Goa, Goa",A,"call, song",Conrad Pinto,2012-05-20,1:04,https://xeno-canto.org/161258,XC161258.mp3,Ya
XC1096614,Streptopelia chinensis,Tekukur Biasa,Spotted Dove,Sri Lanka,"Tissamaharama (near  Debarawewa), Hambantota, Southern Province",B,song,Uku Paal,2026-02-26,0:21,https://xeno-canto.org/1096614,XC1096614.mp3,Ya
XC1096550,Streptopelia chinensis,Tekukur Biasa,Spotted Dove,Sri Lanka,"Lunugamvehera (near  Weligatta), Hambantota, Southern Province",B,song,Uku Paal,2026-02-27,0:12,https://xeno-canto.org/1096550,XC1096550.mp3,Ya
XC1096548,Streptopelia chinensis,Tekukur Biasa,Spotted Dove,Sri Lanka,"Lunugamvehera (near  Weligatta), Hambantota, Southern Province",B,song,Uku Paal,2026-02-27,0:31,https://xeno-canto.org/1096548,XC1096548.mp3,Ya
XC1079766,Streptopelia chinensis,Tekukur Biasa,Spotted Dove,India,"Netravali WLS, South Goa, Goa",B,song,Jerome Fischer,2026-02-10,0:27,https://xeno-canto.org/1079766,XC1079766.mp3,Ya
XC1065693,Streptopelia chinensis,Tekukur Biasa,Spotted Dove,Thailand,"Makham, Makham District, Chanthaburi",B,song,Albert Noorlander,2025-12-19,8:33,https://xeno-canto.org/1065693,XC1065693.mp3,Tidak
XC1055105,Streptopelia chinensis,Tekukur Biasa,Spotted Dove,Australia,"Brighton, Bayside City, Victoria",B,"call, song",Romuald Mikusek,2023-11-23,1:09,https://xeno-canto.org/1055105,XC1055105.mp3,Ya
XC1050070,Streptopelia chinensis,Tekukur Biasa,Spotted Dove,Sri Lanka,"25 Handiya (near  Dambulla), Matale, Central Province",B,"call, traffic",Nick Talbot,2025-09-19,0:36,https://xeno-canto.org/1050070,XC1050070.mp3,Ya
XC1046270,Streptopelia chinensis,Tekukur Biasa,Spotted Dove,Singapore,Balestier Road,B,song,Joan Theng,2025-10-08,0:24,https://xeno-canto.org/1046270,XC1046270.mp3,Ya
XC1040538,Streptopelia chinensis,Tekukur Biasa,Spotted Dove,Malaysia,"Kuala Lumpur, Federal Territory of Kuala Lumpur",B,song,Michael John O Mahony,2025-09-17,0:26,https://xeno-canto.org/1040538,XC1040538.mp3,Ya
XC1030897,Streptopelia chinensis,Tekukur Biasa,Spotted Dove,India,"Pande Gaon, Uttarakhand",B,song,Peter Boesman,2025-07-25,0:11,https://xeno-canto.org/1030897,XC1030897.mp3,Ya
XC1030896,Streptopelia chinensis,Tekukur Biasa,Spotted Dove,India,"Pande Gaon, Uttarakhand",B,song,Peter Boesman,2025-07-25,0:12,https://xeno-canto.org/1030896,XC1030896.mp3,Ya
XC1030895,Streptopelia chinensis,Tekukur Biasa,Spotted Dove,India,"Pande Gaon, Uttarakhand",B,song,Peter Boesman,2025-07-25,0:15,https://xeno-canto.org/1030895,XC1030895.mp3,Ya
XC1029675,Streptopelia chinensis,Tekukur Biasa,Spotted Dove,China,"Cheng Du Shi, Si Chuan Sheng",B,song,Jelle Scharringa,2025-05-30,0:47,https://xeno-canto.org/1029675,XC1029675.mp3,Ya
XC999991,Streptopelia chinensis,Tekukur Biasa,Spotted Dove,China,Shanghai Botanical Garden,B,call,Bo Shunqi 薄顺奇,2025-02-02,0:52,https://xeno-canto.org/999991,XC999991.mp3,Ya
XC955242,Streptopelia chinensis,Tekukur Biasa,Spotted Dove,Malaysia,"Stapok area of Batu Kawa, Bahagian Kuching, Sarawak",B,"call, song",Hobart WQH,2021-05-24,0:18,https://xeno-canto.org/955242,XC955242.mp3,Ya
XC955000,Streptopelia chinensis,Tekukur Biasa,Spotted Dove,Indonesia,"Sanur, Bali",B,song,Arjun Dutta,2023-08-07,0:05,https://xeno-canto.org/955000,XC955000.mp3,Ya
XC932207,Streptopelia chinensis,Tekukur Biasa,Spotted Dove,Thailand,"CCT Building, Phayathai Road, Ratchathewi, Bangkok",B,song,Greg Irving,2024-09-05,0:28,https://xeno-canto.org/932207,XC932207.mp3,Ya
XC929861,Streptopelia chinensis,Tekukur Biasa,Spotted Dove,United States,"Pu'u O Kila Lookout (past lookout along ridge), Kauai County, Hawaii",B,song,Paul Driver,2024-08-08,0:45,https://xeno-canto.org/929861,XC929861.mp3,Ya
XC884362,Streptopelia chinensis,Tekukur Biasa,Spotted Dove,India,Potasali,B,song,Lars Lachmann,2024-02-14,0:12,https://xeno-canto.org/884362,XC884362.mp3,Ya
XC883951,Streptopelia chinensis,Tekukur Biasa,Spotted Dove,Laos,"Eld's Deer Reserve, Savannakhet",B,song,Bram Piot,2024-03-16,0:36,https://xeno-canto.org/883951,XC883951.mp3,Ya
XC880659,Streptopelia chinensis,Tekukur Biasa,Spotted Dove,Thailand,"Song Phi Nong, Kaeng Krachan District, Phetchaburi",B,song,Johannes Dag Mayer,2023-11-24,5:46,https://xeno-canto.org/880659,XC880659.mp3,Tidak
XC880658,Streptopelia chinensis,Tekukur Biasa,Spotted Dove,Thailand,"Song Phi Nong, Kaeng Krachan District, Phetchaburi",B,song,Johannes Dag Mayer,2023-11-24,0:20,https://xeno-canto.org/880658,XC880658.mp3,Ya
XC875611,Streptopelia chinensis,Tekukur Biasa,Spotted Dove,India,"Radha Madhav  Leikai, Ningthoukhong, Manipur",B,call,R.K. Birjit Singh,2024-02-17,0:21,https://xeno-canto.org/875611,XC875611.mp3,Ya
XC863037,Streptopelia chinensis,Tekukur Biasa,Spotted Dove,Laos,"Mekong channels, Sangthong district, Vientiane Prefecture",B,song,Bram Piot,2024-01-21,0:35,https://xeno-canto.org/863037,XC863037.mp3,Ya
XC856512,Streptopelia chinensis,Tekukur Biasa,Spotted Dove,Thailand,"Bang Sue (near  Bangkok), Bang Sue, กรุงเทพมหานคร",B,song,Sam Hambly,2023-12-18,0:06,https://xeno-canto.org/856512,XC856512.mp3,Ya
XC846114,Streptopelia chinensis,Tekukur Biasa,Spotted Dove,Thailand,"Mae Win, Mae Wang District, Chiang Mai",B,song,FREDERIC Lionel,2023-11-09,0:42,https://xeno-canto.org/846114,XC846114.mp3,Ya
XC843501,Streptopelia chinensis,Tekukur Biasa,Spotted Dove,Malaysia,"Chui Chak Paddyfields, Perak",B,song,Lim Ying Hien,2023-11-11,1:03,https://xeno-canto.org/843501,XC843501.mp3,Ya
XC809713,Streptopelia chinensis,Tekukur Biasa,Spotted Dove,Nepal,"Bardiya National Park, Bardiya, Lumbini Province",B,song,Marc Anderson,2023-02-25,1:17,https://xeno-canto.org/809713,XC809713.mp3,Ya
XC789075,Streptopelia chinensis,Tekukur Biasa,Spotted Dove,Thailand,"Petchaburi, Kaeng Krachan, Kum Nang Phaya Resort and environment",B,song,Stephan Risch,2023-02-07,0:11,https://xeno-canto.org/789075,XC789075.mp3,Ya
XC788668,Streptopelia chinensis,Tekukur Biasa,Spotted Dove,Thailand,"Bangkok, Bang Lamphu, Park around Phra Sumen Fort",B,song,Stephan Risch,2013-02-02,0:15,https://xeno-canto.org/788668,XC788668.mp3,Ya
XC788279,Streptopelia chinensis,Tekukur Biasa,Spotted Dove,Malaysia,"Kota Kinabalu District (near  Kota Kinabalu), Bahagian Pantai Barat, Sabah",B,song,Romuald Mikusek,2023-02-06,0:14,https://xeno-canto.org/788279,XC788279.mp3,Ya
XC788243,Streptopelia chinensis,Tekukur Biasa,Spotted Dove,Thailand,"Bangkok, Rommaninat Park ",B,song,Stephan Risch,2023-02-03,0:22,https://xeno-canto.org/788243,XC788243.mp3,Ya
XC787553,Streptopelia chinensis,Tekukur Biasa,Spotted Dove,Singapore,"Kranji Marshes, Singapore",B,call,Kim Chuah Lim,2023-03-19,0:19,https://xeno-canto.org/787553,XC787553.mp3,Ya
